CustomerID,TotalSpent,TotalOrders,TotalQuantity,Segment
14459.0,1837.92,1,760,VIP
14460.0,434.34,3,881,Regular
14461.0,2103.06,3,766,VIP
14462.0,1980.57,11,956,VIP
14463.0,529.62,3,179,Regular
14465.0,1038.44,3,398,Loyal
14466.0,2272.4,7,1006,VIP
14467.0,596.26,4,276,Regular
14470.0,461.19,2,193,Regular
14472.0,1852.67,8,1135,VIP
14473.0,234.34000000000003,2,88,New
14474.0,547.66,1,140,Regular
14475.0,925.85,3,447,Loyal
14476.0,193.0,1,110,New
14477.0,1309.6,4,720,Loyal
14479.0,316.25,2,117,Regular
14480.0,279.05,1,143,New
14481.0,636.51,2,489,Regular
14482.0,2022.81,6,1627,VIP
14483.0,137.1,1,97,New
14484.0,321.92,1,210,Regular
14485.0,162.8,1,70,New
14487.0,1165.48,6,712,Loyal
14488.0,1064.28,1,799,Loyal
14489.0,463.38,1,299,Regular
14491.0,340.93,2,139,Regular
14493.0,2383.2400000000002,5,1285,VIP
14494.0,139.56,1,92,New
14495.0,123.8,2,62,New
14496.0,538.8100000000001,2,159,Regular
14497.0,475.37,1,235,Regular
14498.0,1957.32,5,1098,VIP
14499.0,808.44,3,496,Loyal
14500.0,356.85,3,117,Regular
14501.0,251.21,2,161,New
14502.0,2429.83,11,1480,VIP
14503.0,3543.26,6,2004,VIP
14504.0,673.26,4,308,Loyal
14505.0,5859.43,8,2739,VIP
14506.0,1960.65,5,704,VIP
14507.0,1367.88,6,594,Loyal
14508.0,268.05,2,129,New
14511.0,1314.81,5,784,Loyal
14512.0,275.28,2,122,New
14513.0,455.59000000000003,3,361,Regular
14514.0,990.2,3,564,Loyal
14515.0,2076.89,6,1110,VIP
14517.0,330.45,2,91,Regular
14518.0,174.37,1,278,New
14520.0,270.6,2,146,New
14522.0,974.54,4,525,Loyal
14523.0,241.09,1,251,New
14524.0,1843.83,9,669,VIP
14525.0,4215.9,9,2637,VIP
14527.0,8507.13,55,2088,VIP
14528.0,364.21999999999997,1,278,Regular
14529.0,578.61,3,325,Regular
14530.0,2862.11,6,1395,VIP
14532.0,932.85,4,284,Loyal
14533.0,1949.72,7,4019,VIP
14534.0,4397.3,18,2027,VIP
14535.0,2854.84,3,1824,VIP
14536.0,170.95,1,39,New
14537.0,355.56,1,120,Regular
14538.0,388.25,2,155,Regular
14539.0,537.48,2,428,Regular
14540.0,952.66,3,411,Loyal
14541.0,1453.35,8,641,Loyal
14542.0,103.25,1,19,New
14543.0,3599.73,16,675,VIP
14544.0,2004.3,2,1536,VIP
14546.0,2573.93,5,1313,VIP
14547.0,3974.75,8,2639,VIP
14548.0,652.8,2,256,Regular
14549.0,289.24,1,136,New
14550.0,757.37,2,389,Loyal
14551.0,186.23,2,106,New
14552.0,164.22,1,90,New
14553.0,859.27,5,493,Loyal
14554.0,2279.4900000000002,4,1443,VIP
14555.0,312.54,2,122,Regular
14557.0,788.38,1,510,Loyal
14560.0,2237.77,22,1260,VIP
14561.0,1080.76,3,1014,Loyal
14562.0,5006.77,18,1815,VIP
14565.0,3099.12,4,1540,VIP
14566.0,1432.0,1,800,Loyal
14567.0,1530.3600000000001,2,412,Loyal
14569.0,227.39,1,79,New
14570.0,218.06,2,95,New
14572.0,2804.54,7,1420,VIP
14573.0,1639.82,9,534,Loyal
14576.0,35.400000000000006,1,12,New
14577.0,859.71,4,353,Loyal
14578.0,168.63,1,240,New
14581.0,138.6,1,217,New
14582.0,114.11,1,73,New
14583.0,986.96,5,751,Loyal
14584.0,1033.06,4,381,Loyal
14585.0,157.05,1,91,New
14586.0,237.36,1,444,New
14587.0,1580.29,9,749,Loyal
14589.0,39.75,1,5,New
14591.0,1320.21,4,1228,Loyal
14592.0,557.94,3,407,Regular
14593.0,617.15,3,330,Regular
14594.0,363.33,2,183,Regular
14595.0,1740.6,6,978,VIP
14597.0,866.24,2,566,Loyal
14598.0,221.97,1,189,New
14600.0,393.33000000000004,1,125,Regular
14601.0,213.96,1,168,New
14603.0,660.0,1,400,Regular
14606.0,12076.15,93,6187,VIP
14607.0,16209.5,14,11526,VIP
14608.0,1785.15,4,437,VIP
14609.0,601.56,4,7026,Regular
14616.0,406.08000000000004,3,104,Regular
14618.0,553.44,3,264,Regular
14619.0,394.44,1,152,Regular
14620.0,412.78000000000003,2,214,Regular
14621.0,1788.3600000000001,5,993,VIP
14622.0,320.58000000000004,1,146,Regular
14623.0,886.7,5,418,Loyal
14624.0,225.85,2,162,New
14625.0,899.63,2,335,Loyal
14626.0,2791.27,4,1403,VIP
14628.0,671.96,2,272,Loyal
14629.0,955.26,2,378,Loyal
14631.0,1006.98,3,622,Loyal
14632.0,114.56,1,96,New
14633.0,344.90000000000003,1,96,Regular
14636.0,609.85,2,241,Regular
14638.0,443.6,1,166,Regular
14639.0,2984.49,6,1431,VIP
14640.0,2107.38,6,880,VIP
14641.0,110.46,1,90,New
14642.0,96.12,1,76,New
14643.0,693.8100000000001,2,815,Loyal
14644.0,830.76,2,258,Loyal
14645.0,597.09,2,381,Regular
14646.0,280206.02,73,196915,VIP
14647.0,236.04000000000002,1,91,New
14649.0,1402.59,4,1004,Loyal
14651.0,653.75,2,343,Regular
14652.0,114.18,1,53,New
14653.0,1926.65,7,945,VIP
14655.0,1932.23,4,1089,VIP
14656.0,291.05,2,120,New
14657.0,848.22,4,466,Loyal
14658.0,247.15,2,47,New
14659.0,2529.93,9,1195,VIP
14660.0,285.74,2,228,New
14661.0,107.95,1,35,New
14662.0,741.37,4,578,Loyal
14664.0,636.24,2,465,Regular
14665.0,1835.7,5,740,VIP
14666.0,195.25,1,161,New
14667.0,9175.04,25,5319,VIP
14669.0,1259.24,3,770,Loyal
14670.0,392.86,2,326,Regular
14672.0,765.55,2,454,Loyal
14673.0,1736.4,5,1004,VIP
14675.0,596.36,1,336,Regular
14676.0,2548.2400000000002,6,2500,VIP
14680.0,28754.11,16,13476,VIP
14681.0,498.95,3,76,Regular
14682.0,52.0,2,80,New
14684.0,1201.51,5,821,Loyal
14687.0,628.38,1,470,Regular
14688.0,5579.1,21,3584,VIP
14689.0,112.8,1,76,New
14690.0,355.05,2,167,Regular
14691.0,2114.33,5,707,VIP
14692.0,591.55,4,265,Regular
14693.0,172.9,1,34,New
14696.0,2078.95,7,1630,VIP
14697.0,188.60999999999999,2,181,New
14698.0,1217.27,5,602,Loyal
14699.0,109.13000000000001,1,77,New
14700.0,2195.1,3,1314,VIP
14701.0,2526.09,9,921,VIP
14702.0,3251.79,17,1439,VIP
14703.0,318.17,1,183,Regular
14704.0,1493.96,9,1043,Loyal
14705.0,179.0,1,100,New
14708.0,1126.37,3,621,Loyal
14709.0,4921.04,13,2484,VIP
14710.0,599.48,4,375,Regular
14711.0,2839.62,11,966,VIP
14712.0,917.07,3,315,Loyal
14713.0,2662.2,11,1613,VIP
14714.0,160.19,1,229,New
14715.0,867.38,4,521,Loyal
14716.0,307.51,2,495,Regular
14719.0,1581.84,5,1025,Loyal
14720.0,663.81,3,219,Regular
14722.0,180.42000000000002,1,118,New
14723.0,1122.3600000000001,6,673,Loyal
14725.0,655.58,1,588,Regular
14727.0,268.58,1,62,New
14729.0,313.49,1,197,Regular
14730.0,1897.57,8,1078,VIP
14731.0,380.02,3,256,Regular
14732.0,2702.4900000000002,8,1405,VIP
14733.0,9585.91,12,3764,VIP
14735.0,6065.69,32,2264,VIP
14737.0,1164.55,3,345,Loyal
14738.0,1314.45,7,601,Loyal
14739.0,3902.28,7,3820,VIP
14740.0,1448.21,3,735,Loyal
14741.0,1400.34,6,841,Loyal
14744.0,1099.98,7,627,Loyal
14745.0,1220.26,5,1038,Loyal
14747.0,328.2,1,84,Regular
14748.0,1415.75,5,1223,Loyal
14752.0,389.64,1,260,Regular
14753.0,563.15,1,211,Regular
14754.0,638.05,2,486,Regular
14755.0,5010.28,11,2219,VIP
14756.0,738.96,1,416,Loyal
14757.0,420.5,1,160,Regular
14758.0,1484.06,4,419,Loyal
14759.0,1625.97,3,569,Loyal
14760.0,89.2,1,40,New
14761.0,255.9,2,118,New
14762.0,300.52,1,341,New
14764.0,278.3,1,190,New
14765.0,254.11,3,135,New
14766.0,2473.37,6,1349,VIP
14768.0,192.60000000000002,2,52,New
14769.0,10416.98,8,7239,VIP
14770.0,876.42,2,490,Loyal
14772.0,139.26,1,82,New
14775.0,1011.9,3,1174,Loyal
14776.0,2538.3,11,3134,VIP
14778.0,730.86,2,306,Loyal
14779.0,386.15,3,84,Regular
14780.0,447.68,2,310,Regular
14782.0,200.10000000000002,1,114,New
14784.0,289.99,2,237,New
14785.0,77.4,2,84,New
14788.0,679.4399999999999,2,421,Loyal
14789.0,197.64,1,116,New
14790.0,745.06,4,699,Loyal
14792.0,6.2,1,2,New
14793.0,228.99,1,91,New
14794.0,1319.91,7,673,Loyal
14795.0,131.45000000000002,1,17,New
14796.0,7975.49,17,5995,VIP
14798.0,173.74,3,150,New
14799.0,157.7,1,146,New
14800.0,4331.79,12,3644,VIP
14801.0,189.34,1,173,New
14803.0,845.55,3,370,Loyal
14804.0,353.27,1,121,Regular
14805.0,546.4,4,114,Regular
14806.0,193.39000000000001,1,330,New
14808.0,2718.6,8,2120,VIP
14810.0,2085.33,11,1015,VIP
14813.0,152.88,2,66,New
14815.0,778.5,2,744,Loyal
14816.0,271.85,1,5,New
14817.0,1110.34,2,655,Loyal
14818.0,657.8,3,324,Regular
14819.0,272.07,2,109,New
14820.0,507.29,4,253,Regular
14821.0,48.800000000000004,1,20,New
14823.0,321.43,3,88,Regular
14824.0,1127.71,4,525,Loyal
14825.0,2221.01,12,989,VIP
14828.0,2139.76,3,2172,VIP
14829.0,697.55,4,452,Loyal
14830.0,188.88,1,164,New
14834.0,1720.3,6,734,VIP
14836.0,102.44999999999999,3,45,New
14837.0,1649.5,4,1436,Loyal
14840.0,62.85,1,31,New
14841.0,3295.76,6,1778,VIP
14842.0,2824.69,4,1166,VIP
14844.0,3189.81,4,1833,VIP
14847.0,309.4,1,120,Regular
14849.0,7930.54,25,5694,VIP
14850.0,325.75,1,293,Regular
14851.0,511.35,2,325,Regular
14852.0,2836.69,6,1747,VIP
14853.0,475.8,2,82,Regular
14854.0,2740.03,7,1820,VIP
14855.0,645.65,2,267,Regular
14856.0,1290.53,3,711,Loyal
14857.0,1173.12,2,464,Loyal
14859.0,1353.74,4,671,Loyal
14860.0,170.32,1,232,New
14861.0,125.79,1,117,New
14862.0,841.1999999999999,2,772,Loyal
14863.0,266.76,1,132,New
14865.0,52.2,2,108,New
14866.0,14389.9,12,6752,VIP
14867.0,710.28,3,328,Loyal
14868.0,2953.59,8,1405,VIP
14869.0,721.45,2,549,Loyal
14870.0,327.25,1,119,Regular
14871.0,501.28000000000003,4,179,Regular
14873.0,519.68,1,168,Regular
14875.0,1465.3200000000002,2,558,Loyal
14878.0,1476.09,9,799,Loyal
14880.0,690.59,3,365,Loyal
14881.0,255.4,1,316,New
14882.0,589.7,2,158,Regular
14883.0,761.59,6,790,Loyal
14885.0,765.3199999999999,1,724,Loyal
14886.0,364.8,1,160,Regular
14887.0,1862.0,1,1100,VIP
14888.0,369.2,1,184,Regular
14889.0,135.9,1,90,New
14890.0,125.65,1,51,New
14891.0,554.38,2,505,Regular
14893.0,1237.8500000000001,2,799,Loyal
14894.0,655.75,1,265,Regular
14895.0,11138.710000000001,20,4851,VIP
14896.0,468.77000000000004,2,279,Regular
14897.0,1366.38,4,468,Loyal
14898.0,1269.31,6,1001,Loyal
14901.0,1421.29,9,661,Loyal
14902.0,332.66,1,218,Regular
14903.0,2795.33,5,1531,VIP
14904.0,1025.44,2,1985,Loyal
14905.0,616.15,2,287,Regular
14907.0,3501.1,7,1691,VIP
14908.0,277.8,1,132,New
14910.0,434.35,4,238,Regular
14911.0,143711.17,201,80240,VIP
14912.0,867.85,2,971,Loyal
14913.0,1227.43,4,1743,Loyal
14915.0,307.48,2,112,Regular
14916.0,1268.98,4,1136,Loyal
14918.0,1610.15,2,675,Loyal
14920.0,977.77,2,509,Loyal
14921.0,1316.07,2,953,Loyal
14923.0,749.1,1,418,Loyal
14924.0,310.05,1,64,Regular
14929.0,223.88,1,136,New
14930.0,2362.96,3,1160,VIP
14931.0,1257.68,5,417,Loyal
14932.0,363.53,1,80,Regular
14934.0,1890.94,2,1042,VIP
14935.0,1784.71,1,935,VIP
14936.0,8137.02,8,4085,VIP
14937.0,1621.88,3,484,Loyal
14944.0,5900.25,12,2815,VIP
14946.0,100.9,1,22,New
14947.0,290.82,2,179,New
14948.0,1101.97,6,673,Loyal
14950.0,371.2,1,136,Regular
14951.0,311.69,1,311,Regular
14952.0,8099.49,11,3355,VIP
14953.0,285.67,1,224,New
14954.0,294.85,1,117,New
14957.0,58.49,1,34,New
14958.0,483.72999999999996,3,128,Regular
14959.0,695.42,4,494,Loyal
14960.0,221.27,2,221,New
14961.0,7044.68,9,3708,VIP
14962.0,126.7,1,44,New
14963.0,1472.34,5,1159,Loyal
14964.0,206.21,1,143,New
14965.0,596.09,2,363,Regular
14966.0,183.02,1,179,New
14967.0,463.8,1,140,Regular
14968.0,147.59,1,127,New
14970.0,1592.06,4,250,Loyal
14971.0,1097.98,3,639,Loyal
14972.0,114.77,1,28,New
14973.0,1314.45,3,369,Loyal
14974.0,89.94,1,37,New
14975.0,279.94,1,380,New
14976.0,790.86,7,234,Loyal
14978.0,1921.3700000000001,5,523,VIP
14981.0,102.12,1,97,New
14984.0,202.37,2,58,New
14985.0,292.01,2,256,New
14987.0,326.4,2,128,Regular
14988.0,334.54,1,141,Regular
14995.0,231.98000000000002,2,102,New
14997.0,546.1999999999999,3,1120,Regular
14998.0,414.87,2,258,Regular
15000.0,490.52,1,218,Regular
15002.0,1641.76,4,862,Loyal
15004.0,1220.77,1,623,Loyal
15005.0,6295.37,28,4230,VIP
15006.0,480.38,1,286,Regular
15007.0,156.91,1,69,New
15009.0,1259.43,3,639,Loyal
15010.0,308.94,1,184,Regular
15012.0,405.04,2,225,Regular
15014.0,257.67,2,149,New
15016.0,170.04,1,76,New
15017.0,125.58,1,63,New
15018.0,496.21000000000004,3,189,Regular
15019.0,252.81,1,150,New
15021.0,1871.77,9,819,VIP
15022.0,852.39,4,527,Loyal
15023.0,6720.41,11,2827,VIP
15024.0,1636.43,10,902,Loyal
15025.0,361.96,1,184,Regular
15026.0,469.0,3,285,Regular
15027.0,1066.1499999999999,4,565,Loyal
15028.0,627.13,4,459,Regular
15030.0,518.28,2,372,Regular
15031.0,653.19,4,400,Regular
15032.0,4959.1,3,2968,VIP
15033.0,2557.18,10,1672,VIP
15034.0,4274.16,8,2413,VIP
15035.0,252.73000000000002,1,245,New
15036.0,429.56,3,316,Regular
15038.0,685.74,6,212,Loyal
15039.0,19766.59,47,9131,VIP
15041.0,179.93,1,103,New
15042.0,135.93,1,30,New
15043.0,537.0,1,300,Regular
15044.0,7634.7300000000005,17,2785,VIP
15045.0,735.66,2,114,Loyal
15046.0,5090.42,15,3372,VIP
15047.0,343.62,1,222,Regular
15048.0,381.0,4,192,Regular
15049.0,121.17000000000002,1,63,New
15050.0,1737.69,3,1216,VIP
15051.0,1383.3600000000001,3,1010,Loyal
15052.0,207.73000000000002,1,79,New
15053.0,693.95,3,984,Loyal
15054.0,302.1,2,198,New
15057.0,1489.5,2,668,Loyal
15058.0,2102.54,11,1054,VIP
15059.0,1337.72,9,604,Loyal
15060.0,294.25,4,257,New
15061.0,54534.14,48,28920,VIP
15062.0,987.86,4,763,Loyal
15063.0,370.79999999999995,1,56,Regular
15065.0,3158.13,4,1383,VIP
15066.0,893.59,1,317,Loyal
15067.0,1744.76,3,954,VIP
15068.0,553.36,2,364,Regular
15069.0,1109.53,1,520,Loyal
15070.0,106.2,1,36,New
15071.0,982.07,2,269,Loyal
15073.0,1043.41,3,491,Loyal
15074.0,735.67,1,431,Loyal
15075.0,773.03,1,447,Loyal
15076.0,880.85,1,571,Loyal
15078.0,9743.11,32,5105,VIP
15079.0,895.61,4,389,Loyal
15081.0,504.8,5,190,Regular
15083.0,88.2,1,38,New
15087.0,306.94,1,470,Regular
15088.0,1160.07,2,460,Loyal
15089.0,2420.84,6,1359,VIP
15090.0,381.32,1,208,Regular
15091.0,480.71,1,346,Regular
15092.0,457.81,2,135,Regular
15093.0,4597.02,6,3760,VIP
15095.0,1370.6,4,1079,Loyal
15096.0,219.39000000000001,1,120,New
15097.0,248.08,1,170,New
15098.0,39916.5,3,121,VIP
15099.0,410.48,1,343,Regular
15100.0,876.0,3,80,Loyal
15101.0,317.53,2,241,Regular
15103.0,703.36,2,329,Loyal
15104.0,993.54,2,635,Loyal
15105.0,2298.93,7,1211,VIP
15106.0,1422.52,5,1181,Loyal
15107.0,319.5,6,169,Regular
15108.0,1300.25,4,499,Loyal
15109.0,484.95,1,131,Regular
15110.0,996.1,4,246,Loyal
15111.0,1567.48,3,710,Loyal
15113.0,3509.43,3,2344,VIP
15114.0,2760.56,10,3096,VIP
15115.0,340.11,1,157,Regular
15116.0,1352.75,4,648,Loyal
15117.0,1551.78,5,1948,Loyal
15118.0,244.8,1,1440,New
15119.0,266.4,1,88,New
15120.0,358.82,1,296,Regular
15121.0,457.72,2,199,Regular
15122.0,1633.78,3,800,Loyal
15123.0,2199.31,2,1195,VIP
15124.0,184.19,2,233,New
15125.0,11528.48,15,6193,VIP
15127.0,406.53,1,251,Regular
15128.0,1471.0,4,1343,Loyal
15129.0,3447.4,11,1794,VIP
15130.0,330.11,1,197,Regular
15132.0,977.9300000000001,5,679,Loyal
15133.0,982.42,3,680,Loyal
15134.0,1387.99,8,887,Loyal
15135.0,139.05,1,43,New
15136.0,1286.7,4,776,Loyal
15139.0,178.96,2,208,New
15140.0,2354.25,7,1572,VIP
15142.0,498.74,1,365,Regular
15143.0,259.45,1,150,New
15144.0,6580.44,17,3050,VIP
15145.0,1194.73,4,756,Loyal
15146.0,1327.16,2,1473,Loyal
15147.0,623.5,1,366,Regular
15148.0,301.29,1,187,New
15149.0,520.8000000000001,1,128,Regular
15150.0,5291.33,10,3642,VIP
15152.0,4745.69,13,2704,VIP
15153.0,329.25,1,198,Regular
15154.0,254.28,1,89,New
15156.0,961.49,3,597,Loyal
15157.0,1936.07,3,2392,VIP
15158.0,401.40000000000003,1,198,Regular
15159.0,18641.010000000002,30,11441,VIP
15160.0,158.16,1,84,New
15163.0,304.47,2,186,New
15164.0,824.58,3,351,Loyal
15165.0,487.75,1,160,Regular
15167.0,158.8,1,65,New
15168.0,106.56,1,52,New
15171.0,1289.5,1,290,Loyal
15172.0,1624.05,5,1611,Loyal
15174.0,135.75,1,145,New
15175.0,224.14,1,454,New
15178.0,40.5,1,30,New
15179.0,2206.95,5,1938,VIP
15180.0,87.5,1,36,New
15181.0,689.4799999999999,3,544,Loyal
15182.0,622.85,2,253,Regular
15184.0,402.2,2,199,Regular
15185.0,310.62,1,666,Regular
15186.0,411.41,2,215,Regular
15187.0,4777.18,16,1887,VIP
15189.0,16225.39,41,6149,VIP
15192.0,1044.32,3,918,Loyal
15193.0,499.32,1,144,Regular
15194.0,7616.53,15,5703,VIP
15195.0,3861.0,1,1404,VIP
15197.0,1079.6100000000001,3,469,Loyal
15198.0,193.64,2,120,New
15199.0,1268.7,4,396,Loyal
15201.0,1236.54,5,1210,Loyal
15203.0,1827.8,6,1753,VIP
15204.0,316.58,1,258,Regular
15205.0,653.24,2,378,Regular
15206.0,420.29999999999995,4,162,Regular
15208.0,870.12,5,316,Loyal
15210.0,331.18,1,228,Regular
15211.0,894.4100000000001,2,240,Loyal
15212.0,101.8,1,36,New
15213.0,328.35,2,272,Regular
15214.0,1661.44,8,1254,VIP
15215.0,734.94,3,225,Loyal
15216.0,96.6,1,28,New
15218.0,5756.89,11,3329,VIP
15219.0,305.75,1,45,New
15220.0,1778.96,6,1393,VIP
15221.0,403.25,1,43,Regular
15222.0,585.0,1,440,Regular
15223.0,755.75,2,213,Loyal
15224.0,322.08,2,152,Regular
15225.0,409.40000000000003,1,226,Regular
15226.0,154.41,1,71,New
15227.0,1219.4,5,750,Loyal
15228.0,3386.71,4,2255,VIP
15230.0,429.6,2,351,Regular
15232.0,612.06,2,686,Regular
15234.0,197.0,1,196,New
15235.0,2247.51,12,1324,VIP
15236.0,321.05,1,269,Regular
15237.0,1412.32,4,1071,Loyal
15238.0,1071.99,3,692,Loyal
15239.0,780.59,2,594,Loyal
15240.0,1706.57,5,1369,VIP
15241.0,1756.44,8,1818,VIP
15243.0,316.68,1,185,Regular
15244.0,631.57,2,405,Regular
15245.0,2515.84,3,1784,VIP
15246.0,514.15,2,247,Regular
15247.0,356.0,1,160,Regular
15249.0,6688.46,13,3577,VIP
15251.0,10484.99,11,6171,VIP
15252.0,740.78,2,522,Loyal
15253.0,918.1999999999999,5,866,Loyal
15254.0,300.36,1,275,New
15255.0,890.85,1,489,Loyal
15256.0,98.45,1,55,New
15257.0,317.15,1,46,Regular
15258.0,623.16,2,142,Regular
15260.0,1810.77,7,885,VIP
15261.0,254.82,1,270,New
15262.0,178.95000000000002,1,73,New
15263.0,156.51,1,89,New
15264.0,393.74,1,265,Regular
15265.0,1506.1200000000001,2,612,Loyal
15266.0,119.3,1,18,New
15267.0,1717.36,5,944,VIP
15269.0,408.8,1,26,Regular
15270.0,2379.49,7,1521,VIP
15271.0,2493.34,15,1251,VIP
15272.0,721.94,2,310,Loyal
15274.0,716.57,2,619,Loyal
15275.0,615.14,1,498,Regular
15276.0,128.63,1,61,New
15277.0,255.89999999999998,1,205,New
15279.0,290.51,1,189,New
15280.0,113.12,1,154,New
15281.0,2332.15,9,1211,VIP
15286.0,240.55,1,55,New
15287.0,486.69,2,433,Regular
15288.0,2306.52,5,775,VIP
15289.0,939.78,3,1008,Loyal
15290.0,7943.22,18,4501,VIP
15291.0,4668.3,15,2103,VIP
15292.0,178.39,1,55,New
15296.0,3672.86,6,1766,VIP
15297.0,641.94,3,292,Regular
15298.0,4799.9,12,3116,VIP
15299.0,4507.01,7,2948,VIP
15300.0,496.44,1,292,Regular
15301.0,5049.95,12,2751,VIP
15303.0,574.02,1,248,Regular
15304.0,694.4000000000001,8,104,Loyal
15306.0,1174.35,3,810,Loyal
15307.0,205.3,1,37,New
15308.0,310.47,1,175,Regular
15311.0,60632.75,91,38147,VIP
15312.0,924.85,4,516,Loyal
15313.0,52.0,1,25,New
15314.0,327.97,1,313,Regular
15315.0,570.5,2,862,Regular
15316.0,165.0,1,100,New
15318.0,312.62,1,642,Regular
15319.0,204.5,1,175,New
15320.0,267.13,1,326,New
15321.0,2748.31,3,1181,VIP
15322.0,679.68,1,416,Loyal
15325.0,161.74,1,231,New
15326.0,311.71,1,386,Regular
15327.0,208.75,1,116,New
15329.0,1049.7,3,486,Loyal
15330.0,714.96,2,1312,Loyal
15332.0,1661.06,4,652,VIP
15333.0,1028.56,1,344,Loyal
15334.0,350.82,3,273,Regular
15335.0,170.22,1,79,New
15339.0,574.07,2,416,Regular
15341.0,2020.52,1,812,VIP
15342.0,406.09,1,283,Regular
15343.0,364.5,1,84,Regular
15344.0,563.94,3,116,Regular
15345.0,393.54,1,81,Regular
15346.0,252.42000000000002,1,144,New
15347.0,201.60000000000002,1,130,New
15348.0,158.04,1,84,New
15349.0,463.90999999999997,2,321,Regular
15350.0,115.65,1,51,New
15351.0,1934.66,7,742,VIP
15353.0,770.12,2,341,Loyal
15355.0,277.05,2,45,New
15356.0,2718.03,10,1643,VIP
15358.0,8347.2,22,7050,VIP
15360.0,427.93,1,223,Regular
15361.0,418.92,1,336,Regular
15363.0,326.0,1,144,Regular
15364.0,913.19,2,493,Loyal
15365.0,2314.32,7,1084,VIP
15366.0,602.51,2,621,Regular
15367.0,1877.59,4,1057,VIP
15368.0,446.94000000000005,1,230,Regular
15370.0,2386.05,7,830,VIP
15372.0,2007.3999999999999,1,2924,VIP
15373.0,2415.91,12,500,VIP
15374.0,168.0,1,126,New
15376.0,1221.56,3,615,Loyal
15379.0,3703.29,7,2305,VIP
15380.0,1690.2600000000002,5,376,VIP
15381.0,596.85,2,171,Regular
15382.0,5955.71,6,4012,VIP
15384.0,642.41,2,596,Regular
15385.0,316.88,1,161,Regular
15386.0,394.14,1,446,Regular
15388.0,140.54,1,88,New
15389.0,500.0,1,400,Regular
15392.0,1535.53,4,1277,Loyal
15393.0,231.86,2,150,New
15394.0,2183.54,4,910,VIP
15395.0,107.45,1,17,New
15396.0,288.18,1,122,New
15397.0,94.0,1,20,New
15398.0,1345.53,2,769,Loyal
15399.0,815.77,3,611,Loyal
15400.0,716.2,5,390,Loyal
15402.0,626.77,2,694,Regular
15405.0,349.1,1,193,Regular
15406.0,510.71000000000004,2,254,Regular
15407.0,1046.74,4,552,Loyal
15408.0,267.18,1,106,New
15410.0,3450.84,8,1200,VIP
15411.0,1348.93,4,529,Loyal
15412.0,190.53,1,108,New
15414.0,774.9000000000001,3,443,Loyal
15415.0,559.61,1,551,Regular
15416.0,3984.32,4,2090,VIP
15417.0,508.8,1,284,Regular
15419.0,135.86,1,230,New
15421.0,950.36,4,500,Loyal
15422.0,97.7,2,38,New
15423.0,43.5,1,101,New
15424.0,383.34,2,554,Regular
15426.0,1404.07,5,656,Loyal
15427.0,1430.54,3,967,Loyal
15428.0,93.78,1,102,New
15429.0,397.35,2,380,Regular
15432.0,171.19,1,65,New
15433.0,533.3,2,534,Regular
15434.0,1041.48,5,647,Loyal
15435.0,149.29,1,54,New
15436.0,1067.75,3,574,Loyal
15437.0,200.16,1,79,New
15438.0,156.57999999999998,1,59,New
15440.0,383.68,3,197,Regular
15442.0,594.0,1,120,Regular
15443.0,3213.59,7,1639,VIP
15444.0,1411.21,2,759,Loyal
15445.0,113.5,1,58,New
15447.0,155.17,1,85,New
15448.0,494.64,1,232,Regular
15449.0,974.52,3,812,Loyal
15450.0,429.84,1,376,Regular
15452.0,528.48,3,280,Regular
15453.0,1371.77,7,837,Loyal
15454.0,179.1,1,86,New
15456.0,434.59000000000003,3,633,Regular
15457.0,237.07,1,132,New
15458.0,161.64,1,156,New
15460.0,214.26,1,107,New
15462.0,234.6,3,172,New
15463.0,126.14,1,106,New
15464.0,1044.65,1,348,Loyal
15465.0,7354.62,18,1257,VIP
15466.0,334.53,1,246,Regular
15467.0,524.88,3,310,Regular
15468.0,467.51,2,155,Regular
15469.0,538.55,2,153,Regular
15471.0,454.48,1,256,Regular
15472.0,371.56,1,251,Regular
15473.0,1771.2,7,672,VIP
15475.0,454.10999999999996,1,319,Regular
15478.0,1399.92,2,575,Loyal
15480.0,905.5,1,303,Loyal
15482.0,10879.76,12,5004,VIP
15483.0,225.26,4,291,New
15484.0,3590.41,4,3150,VIP
15485.0,2564.5,3,1281,VIP
15488.0,91.32000000000001,1,73,New
15489.0,1134.28,3,608,Loyal
15491.0,3100.09,6,1646,VIP
15492.0,659.4599999999999,2,483,Regular
15493.0,1953.41,5,551,VIP
15494.0,1280.58,2,1139,Loyal
15497.0,1262.2,2,624,Loyal
15498.0,13316.4,27,6105,VIP
15500.0,1131.56,4,572,Loyal
15502.0,10384.93,12,4236,VIP
15503.0,141.04,1,70,New
15504.0,52.83,1,33,New
15505.0,3610.96,5,2390,VIP
15506.0,972.08,3,842,Loyal
15507.0,475.86,1,160,Regular
15508.0,1000.27,6,440,Loyal
15510.0,250.0,1,2,New
15511.0,900.53,5,269,Loyal
15512.0,121.0,2,68,New
15513.0,14758.220000000001,19,5709,VIP
15514.0,4023.7200000000003,11,2098,VIP
15516.0,62.43,3,27,New
15517.0,267.03,1,293,New
15518.0,1921.55,8,1263,VIP
15520.0,343.5,1,314,Regular
15521.0,3000.2,8,1836,VIP
15522.0,397.99,2,572,Regular
15523.0,412.01000000000005,1,132,Regular
15524.0,440.0,1,4,Regular
